TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,days_since_last_transaction,hour_sin,hour_cos,week_sin,week_cos,month_sin,month_cos,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,amount_balance_ratio,night_transaction,high_login_attempts,quick_transactions
0.12227811807637168,1,0.4615384615384621,0.532258064516129,0.5689655172413793,0.0,0.40815259257068415,0.16627877308780298,0.0,0.4999999999999999,0.5,1.0,0.2500000000000001,0.06698729810778059,0,1,0,0,0,1,0,0.004809528418773352,0,0,0.01826964632274228
0.4219992180372735,1,0.5,0.03225806451612906,0.19655172413793104,0.0,0.6142387377879832,0.0,0.06698729810778076,0.24999999999999978,0.890915741234015,0.8117449009293668,0.75,0.9330127018922194,1,0,0,0,0,0,1,0.011088037204822028,0,0,0.16481106208657847
0.05242278118076371,1,0.5769230769230758,0.7741935483870968,0.4689655172413793,0.0,0.4321739843540991,0.0,0.01703708685546579,0.37059047744873974,0.890915741234015,0.8117449009293668,0.9330127018922194,0.2500000000000001,0,0,1,0,0,1,0,0.001946543358605199,0,0,0.009400555137894442
0.1561892349797993,1,0.8846153846153861,0.8870967741935485,0.3103448275862069,0.0,0.5232591280078835,0.012666259914582062,0.06698729810778076,0.24999999999999978,0.5,1.0,0.24999999999999978,0.9330127018922192,0,1,0,0,0,1,0,0.004805451723425383,0,0,0.040891470592627606
0.11205004561449237,0,0.8846153846153861,0.532258064516129,0.19310344827586207,0.0,0.2389885149569059,0.30008098064229854,0.06698729810778076,0.24999999999999978,0.716941869558779,0.04951556604879048,0.75,0.06698729810778065,0,1,0,0,0,1,0,0.0074540418079497165,0,0,0.04450395706947947
0.1567105434640949,1,0.5384615384615379,0.04838709677419356,0.9689655172413792,0.0,0.0308857989048676,0.0,0.06698729810778076,0.24999999999999978,0.716941869558779,0.04951556604879048,0.75,0.9330127018922194,0,1,0,0,0,0,1,0.06807114179808976,0,0,0.014053516108211378
0.13946565880359701,1,0.7307692307692275,0.12903225806451613,0.5551724137931034,0.0,0.00238560329749663,0.057522879804759,0.0,0.4999999999999999,0.5,1.0,0.5000000000000001,0.0,1,0,0,0,0,0,1,0.24856363287010974,0,0,0.02132700385015544
0.6465215691385376,1,0.7307692307692275,0.0,0.4103448275862069,0.0,0.04406140054877615,0.24914970325586555,0.06698729810778076,0.24999999999999978,0.890915741234015,0.8117449009293668,0.24999999999999978,0.9330127018922192,0,1,0,0,0,0,1,0.20768371056180993,0,0,0.1310798304128458
0.055013684347712755,1,0.7692307692307656,0.30645161290322587,0.9344827586206896,0.0,0.6257916721002048,0.0,0.0,0.4999999999999999,0.5,1.0,0.9330127018922193,0.75,0,0,1,1,0,0,0,0.001411435140297093,0,0,0.005092166782066522
0.014768669360093837,0,0.4615384615384621,0.6451612903225806,0.10689655172413794,0.0,0.8038454661437924,0.03842476010871374,0.01703708685546579,0.37059047744873974,0.9874639560909118,0.38873953302184283,0.75,0.9330127018922194,0,1,0,1,0,0,0,0.00028622824646002695,0,0,0.009636305773942934
